2.7716	2.21482
2.7716	2.21593
2.77286	2.21593
2.77393	2.21593
2.77519	2.21593
2.77671	2.21593
2.77782	2.21593
2.77914	2.21593
2.7803	2.21593
2.78141	2.21593
2.78141	2.21709
2.78262	2.21709
2.78377	2.21709
2.78498	2.21709
2.7863	2.21709
2.78751	2.21709
2.78877	2.21709
2.79016	2.21709
2.79142	2.21709
2.79268	2.21709
2.794	2.21709
2.79527	2.21709
2.79659	2.21709
2.79774	2.21709
2.79895	2.21709
2.80016	2.21709
2.80142	2.21709
2.80287	2.21709
2.80414	2.21709
2.80546	2.21709
2.80666	2.21709
2.80787	2.21709
2.80787	2.21831
2.80908	2.21831
2.81034	2.21831
2.81145	2.21831
2.81305	2.21831
2.81421	2.21831
2.81559	2.21831
2.8167	2.21831
2.81791	2.21831
2.81791	2.21942
2.81923	2.21942
2.82055	2.21942
2.82166	2.21942
2.82292	2.21942
2.82424	2.21942
2.82424	2.2207
2.82551	2.2207
2.82719	2.2207
