0	1
0.0375	0
0.075	0
0.1125	0
0.15	0
0.1875	0
0.225	0
0.2625	0
0.3	0
0.3375	0
0.375	0
0.4125	1
0.45	0
0.4875	0
0.525	0
0.5625	0
0.6	0
0.6375	0
0.675	0
0.7125	0
0.75	0
0.7875	0
0.825	0
0.8625	0
0.9	0
0.9375	0
0.975	3
1.0125	0
1.05	0
1.0875	0
1.125	2
1.1625	0
1.2	0
1.2375	3
1.275	0
1.3125	0
1.35	0
1.3875	1
1.425	0
1.4625	0
1.5	0
1.5375	0
1.575	0
1.6125	0
1.65	0
1.6875	0
1.725	0
1.7625	0
1.8	0
1.8375	0
1.875	0
1.9125	0
1.95	0
1.9875	0
2.025	0
2.0625	11
2.1	0
2.1375	5
2.175	17
2.2125	14
2.25	7
2.2875	7
2.325	0
2.3625	1
2.4	7
2.4375	5
2.475	3
2.5125	1
2.55	0
2.5875	1
2.625	0
2.6625	0
2.7	0
2.7375	0
2.775	4
2.8125	0
2.85	0
2.8875	3
2.925	0
2.9625	0
3	0
3.0375	0
3.075	0
3.1125	1
3.15	0
3.1875	0
3.225	0
3.2625	0
3.3	0
3.3375	0
3.375	0
3.4125	0
3.45	0
3.4875	0
3.525	0
3.5625	0
3.6	0
3.6375	0
3.675	0
3.7125	1
