-1.#IND	0	0	2
1.#INF	193	2.625	0
1.#INF	193	5.25	0
1.#INF	193	7.875	0
1.#INF	193	10.5	0
1.#INF	193	13.125	0
1.#INF	193	15.75	0
1.#INF	193	18.375	0
1.#INF	193	21	0
1.#INF	193	23.625	0
1.#INF	193	26.25	0
1.#INF	193	28.875	1
1.#INF	193	31.5	0
1.#INF	193	34.125	0
1.#INF	193	36.75	0
1.#INF	193	39.375	0
1.#INF	193	42	1
1.#INF	193	44.625	0
1.#INF	193	47.25	0
1.#INF	193	49.875	0
1.#INF	193	52.5	0
1.#INF	193	55.125	0
1.#INF	193	57.75	0
1.#INF	193	60.375	0
1.#INF	193	63	1
1.#INF	193	65.625	2
1.#INF	193	68.25	0
1.#INF	193	70.875	5
1.#INF	193	73.5	5
1.#INF	193	76.125	0
1.#INF	193	78.75	0
1.#INF	193	81.375	1
1.#INF	193	84	1
1.#INF	193	86.625	110
1.#INF	193	89.25	32
1.#INF	193	91.875	15
1.#INF	193	94.5	5
1.#INF	193	97.125	0
1.#INF	193	99.75	1
1.#INF	193	102.375	2
1.#INF	193	105	0
1.#INF	193	107.625	2
1.#INF	193	110.25	0
1.#INF	193	112.875	0
1.#INF	193	115.5	3
1.#INF	193	118.125	0
1.#INF	193	120.75	0
1.#INF	193	123.375	0
1.#INF	193	126	0
1.#INF	193	128.625	2
1.#INF	193	131.25	2
1.#INF	193	133.875	0
1.#INF	193	136.5	0
1.#INF	193	139.125	0
1.#INF	193	141.75	0
1.#INF	193	144.375	0
1.#INF	193	147	0
1.#INF	193	149.625	0
1.#INF	193	152.25	0
1.#INF	193	154.875	0
1.#INF	193	157.5	0
1.#INF	193	160.125	0
1.#INF	193	162.75	0
1.#INF	193	165.375	0
1.#INF	193	168	0
1.#INF	193	170.625	0
1.#INF	193	173.25	2
1.#INF	193	175.875	0
1.#INF	193	178.5	0
1.#INF	193	181.125	0
1.#INF	193	183.75	0
1.#INF	193	186.375	0
1.#INF	193	189	0
1.#INF	193	191.625	0
1.#INF	193	194.25	0
1.#INF	193	196.875	0
1.#INF	193	199.5	0
1.#INF	193	202.125	0
1.#INF	193	204.75	0
1.#INF	193	207.375	0
1.#INF	193	210	0
1.#INF	193	212.625	0
1.#INF	193	215.25	0
1.#INF	193	217.875	0
1.#INF	193	220.5	0
1.#INF	193	223.125	0
1.#INF	193	225.75	0
1.#INF	193	228.375	0
1.#INF	193	231	0
1.#INF	193	233.625	0
1.#INF	193	236.25	0
1.#INF	193	238.875	0
1.#INF	193	241.5	0
1.#INF	193	244.125	0
1.#INF	193	246.75	0
1.#INF	193	249.375	0
1.#INF	193	252	0
1.#INF	193	254.625	0
1.#INF	193	257.25	0
1.#INF	193	259.875	1
