0	2	0	1
0.270833	0	0.290788	0
0.541667	0	0.581576	0
0.8125	2	0.872364	0
1.08333	1	1.16315	1
1.35417	0	1.45394	1
1.625	0	1.74473	3
1.89583	4	2.03552	0
2.16667	0	2.3263	0
2.4375	0	2.61709	0
2.70833	0	2.90788	8
2.97917	4	3.19867	0
3.25	0	3.48945	0
3.52083	0	3.78024	0
3.79167	1	4.07103	0
4.0625	0	4.36182	0
4.33333	0	4.65261	0
4.60417	0	4.94339	0
4.875	0	5.23418	0
5.14583	1	5.52497	0
5.41667	1	5.81576	0
5.6875	0	6.10655	0
5.95833	0	6.39733	0
6.22917	0	6.68812	0
6.5	1	6.97891	0
6.77083	0	7.2697	0
7.04167	0	7.56048	1
7.3125	0	7.85127	0
7.58333	0	8.14206	0
7.85417	0	8.43285	0
8.125	0	8.72364	0
8.39583	0	9.01442	0
8.66667	0	9.30521	0
8.9375	0	9.596	0
9.20833	0	9.88679	0
9.47917	0	10.1776	0
9.75	0	10.4684	0
10.0208	0	10.7592	0
10.2917	0	11.0499	0
10.5625	0	11.3407	0
10.8333	0	11.6315	0
11.1042	0	11.9223	0
11.375	0	12.2131	0
11.6458	0	12.5039	0
11.9167	0	12.7947	0
12.1875	0	13.0855	0
12.4583	0	13.3762	0
12.7292	0	13.667	0
13	0	13.9578	1
13.2708	0	14.2486	0
13.5417	0	14.5394	0
13.8125	0	14.8302	0
14.0833	0	15.121	2
14.3542	17	15.4118	15
14.625	2	15.7025	3
14.8958	1	15.9933	0
15.1667	6	16.2841	31
15.4375	36	16.5749	50
15.7083	25	16.8657	18
15.9792	28	17.1565	21
16.25	7	17.4473	2
16.5208	11	17.7381	14
16.7917	17	18.0288	1
17.0625	3	18.3196	4
17.3333	1	18.6104	1
17.6042	2	18.9012	0
17.875	2	19.192	0
18.1458	2	19.4828	5
18.4167	1	19.7736	3
18.6875	0	20.0644	0
18.9583	3	20.3552	0
19.2292	1	20.6459	0
19.5	1	20.9367	0
19.7708	0	21.2275	1
20.0417	0	21.5183	3
20.3125	0	21.8091	0
20.5833	4	22.0999	1
20.8542	2	22.3907	0
21.125	0	22.6815	0
21.3958	0	22.9722	0
21.6667	2	23.263	0
21.9375	0	23.5538	0
22.2083	0	23.8446	0
22.4792	0	24.1354	0
22.75	0	24.4262	0
23.0208	0	24.717	0
23.2917	0	25.0078	0
23.5625	0	25.2985	0
23.8333	0	25.5893	0
24.1042	1	25.8801	0
24.375	0	26.1709	0
24.6458	0	26.4617	0
24.9167	0	26.7525	0
25.1875	0	27.0433	1
25.4583	0	27.3341	0
25.7292	0	27.6248	0
26	1	27.9156	0
26.2708	0	28.2064	0
26.5417	0	28.4972	0
26.8125	1	28.788	0
