0.203077	79	0.196207	31
0.304615	56	0.294311	39
0.406154	32	0.392415	57
0.507692	37	0.490519	62
0.609231	26	0.588622	54
0.710769	39	0.686726	58
0.812308	48	0.78483	28
0.913846	18	0.882933	25
0	395	0	284
0.11	64	0.0981037	26
0.22	81	0.196207	31
0.33	61	0.294311	39
0.44	26	0.392415	57
0.55	33	0.490519	62
0.66	42	0.588622	41
0.77	41	0.686726	71
0.88	39	0.78483	26
0.99	25	0.882933	27
0	396	0	284
0.11	64	0.0965024	26
0.22	81	0.193005	34
0.33	61	0.289507	36
0.44	26	0.38601	56
0.55	33	0.482512	63
0.66	41	0.579014	41
0.77	42	0.675517	73
0.88	39	0.772019	31
0.99	25	0.868522	21
0	397	0	284
0.11	64	0.0965024	26
0.22	81	0.193005	36
0.33	61	0.289507	38
0.44	26	0.38601	57
0.55	33	0.482512	63
0.66	41	0.579014	45
0.77	41	0.675517	71
0.88	40	0.772019	31
0.99	25	0.868522	17
0	398	0	284
0.11	64	0.0965024	26
0.22	81	0.193005	38
0.33	53	0.289507	42
0.44	34	0.38601	56
0.55	33	0.482512	65
0.66	41	0.579014	46
0.77	41	0.675517	68
0.88	40	0.772019	30
0.99	25	0.868522	29
0	399	0	284
0.11	64	0.0965024	25
0.22	81	0.193005	39
0.33	50	0.289507	45
0.44	37	0.38601	56
0.55	29	0.482512	64
0.66	45	0.579014	45
0.77	41	0.675517	67
0.88	40	0.772019	30
0.99	25	0.868522	29
0	400	0	284
0.11	64	0.0965024	26
0.22	81	0.193005	39
0.33	48	0.289507	47
0.44	39	0.38601	57
0.55	27	0.482512	68
0.66	47	0.579014	45
0.77	34	0.675517	61
0.88	47	0.772019	32
0.99	25	0.868522	34
0	401	0	284
0.1075	62	0.0965024	29
0.215	82	0.193005	42
0.3225	49	0.289507	51
0.43	35	0.38601	54
0.5375	31	0.482512	66
0.645	47	0.579014	54
0.7525	27	0.675517	57
0.86	49	0.772019	27
0.9675	21	0.868522	47
0	401	0	284
0.101379	57	0.0965024	35
0.202759	79	0.193005	43
0.304138	50	0.289507	57
0.405517	38	0.38601	61
0.506897	31	0.482512	56
0.608276	27	0.579014	50
0.709655	35	0.675517	62
0.811034	47	0.772019	37
0.912414	27	0.868522	43
0	402	0	284
0.100541	57	0.0965024	35
0.201082	78	0.193005	43
0.301623	43	0.289507	57
0.402164	33	0.38601	61
0.502705	44	0.482512	56
0.603246	23	0.579014	50
0.703787	38	0.675517	62
0.804329	34	0.772019	37
0.90487	40	0.868522	43
0	403	0	286
0.100449	57	0.0965024	35
0.200899	78	0.193005	44
0.301348	43	0.289507	57
0.401798	33	0.38601	67
0.502247	44	0.482512	55
0.602697	23	0.579014	50
0.703146	36	0.675517	59
0.803596	36	0.772019	44
0.904045	40	0.868522	38
0	403	0	286
0.100301	57	0.0965024	35
0.200602	79	0.193005	44
0.300903	43	0.289507	57
0.401204	33	0.38601	67
0.501504	44	0.482512	55
0.601805	22	0.579014	50
0.702106	37	0.675517	59
0.802407	33	0.772019	44
0.902708	43	0.868522	38
0	404	0	286
0.100154	57	0.0965024	35
0.200308	79	0.193005	44
0.300463	42	0.289507	57
0.400617	34	0.38601	67
0.500771	44	0.482512	55
0.600925	19	0.579014	50
0.701079	40	0.675517	59
0.801233	32	0.772019	44
0.901388	44	0.868522	38
0	403	0	286
0.0989017	58	0.0965024	34
0.197803	76	0.193005	45
0.296705	43	0.289507	57
0.395607	33	0.38601	65
0.494508	46	0.482512	53
0.59341	16	0.579014	50
0.692312	44	0.675517	61
0.791213	28	0.772019	46
0.890115	46	0.868522	39
0	404	0	286
0.0987755	58	0.0965024	35
0.197551	76	0.193005	45
0.296327	43	0.289507	57
0.395102	32	0.38601	62
0.493878	47	0.482512	53
0.592653	16	0.579014	53
0.691429	44	0.675517	61
0.790204	27	0.772019	44
0.88898	47	0.868522	42
0	405	0	287
0.09864	58	0.0965024	34
0.19728	76	0.193005	46
0.29592	43	0.289507	60
0.39456	31	0.38601	62
0.4932	48	0.482512	53
0.59184	16	0.579014	50
0.69048	44	0.675517	65
0.78912	27	0.772019	41
0.88776	47	0.868522	46
0	406	0	288
0.0984941	58	0.0965024	35
0.196988	76	0.193005	45
0.295482	42	0.289507	66
0.393976	32	0.38601	61
0.49247	48	0.482512	51
0.590965	16	0.579014	46
0.689459	44	0.675517	77
0.787953	27	0.772019	34
0.886447	47	0.868522	45
0	407	0	289
0.0983365	58	0.0965024	34
0.196673	75	0.193005	48
0.29501	42	0.289507	64
0.393346	32	0.38601	62
0.491683	49	0.482512	50
0.590019	15	0.579014	42
0.688356	45	0.675517	84
0.786692	27	0.772019	33
0.885029	47	0.868522	45
0	408	0	288
0.0982173	58	0.0965024	35
0.196435	73	0.193005	49
0.294652	44	0.289507	64
0.392869	30	0.38601	61
0.491086	47	0.482512	52
0.589304	19	0.579014	38
0.687521	45	0.675517	88
0.785738	26	0.772019	33
0.883955	47	0.868522	46
0	409	0	288
0.0981658	58	0.0965024	35
0.196332	73	0.193005	51
0.294497	44	0.289507	64
0.392663	30	0.38601	60
0.490829	47	0.482512	51
0.588995	19	0.579014	40
0.68716	45	0.675517	87
0.785326	26	0.772019	33
0.883492	46	0.868522	45
0	410	0	289
0.0981037	58	0.0965024	34
0.196207	72	0.193005	50
0.294311	45	0.289507	66
0.392415	30	0.38601	58
0.490519	47	0.482512	52
0.588622	19	0.579014	35
0.686726	43	0.675517	99
0.78483	26	0.772019	29
0.882933	48	0.868522	46
0	411	0	289
0.0979296	58	0.0965024	35
0.195859	72	0.193005	50
0.293789	44	0.289507	65
0.391718	31	0.38601	60
0.489648	47	0.482512	56
0.587578	18	0.579014	30
0.685507	44	0.675517	102
0.783437	25	0.772019	30
0.881366	49	0.868522	46
0	412	0	289
0.0979151	58	0.0965024	35
0.19583	72	0.193005	50
0.293745	44	0.289507	66
0.39166	31	0.38601	60
0.489575	47	0.482512	56
0.58749	18	0.579014	30
0.685405	44	0.675517	103
0.783321	25	0.772019	29
0.881236	49	0.868522	46
0	411	0	289
0.0978812	60	0.0965024	35
0.195762	72	0.193005	50
0.293644	44	0.289507	66
0.391525	31	0.38601	60
0.489406	47	0.482512	57
0.587287	17	0.579014	30
0.685169	44	0.675517	103
0.78305	26	0.772019	31
0.880931	48	0.868522	46
0	412	0	289
0.0974645	59	0.0965024	37
0.194929	70	0.193005	50
0.292394	46	0.289507	66
0.389858	32	0.38601	59
0.487323	47	0.482512	58
0.584787	17	0.579014	30
0.682252	44	0.675517	104
0.779716	25	0.772019	37
0.877181	43	0.868522	42
0	413	0	290
0.0973879	59	0.0965024	40
0.194776	70	0.193005	48
0.292164	46	0.289507	69
0.389552	32	0.38601	56
0.48694	47	0.482512	56
0.584328	17	0.579014	34
0.681716	43	0.675517	103
0.779104	26	0.772019	34
0.876491	43	0.868522	52
0	414	0	290
0.0972632	59	0.0965024	40
0.194526	70	0.193005	51
0.291789	46	0.289507	69
0.389053	32	0.38601	56
0.486316	47	0.482512	58
0.583579	17	0.579014	39
0.680842	43	0.675517	97
0.778105	26	0.772019	39
0.875368	43	0.868522	45
0	415	0	290
0.0958077	58	0.0965024	40
0.191615	68	0.193005	54
0.287423	43	0.289507	70
0.383231	37	0.38601	57
0.479039	46	0.482512	49
0.574846	18	0.579014	51
0.670654	42	0.675517	91
0.766462	21	0.772019	43
0.862269	48	0.868522	54
0	415	0	289
0.0958077	58	0.0933432	38
0.191615	68	0.186686	51
0.287423	43	0.28003	62
0.383231	37	0.373373	63
0.479039	46	0.466716	50
0.574846	18	0.560059	49
0.670654	42	0.653403	82
0.766462	21	0.746746	47
0.862269	48	0.840089	48
0	416	0	290
0.0953659	58	0.0933432	40
0.190732	67	0.186686	52
0.286098	44	0.28003	60
0.381464	36	0.373373	61
0.47683	47	0.466716	54
0.572196	17	0.560059	55
0.667561	42	0.653403	78
0.762927	20	0.746746	44
0.858293	48	0.840089	47
0	416	0	290
0.0952552	58	0.0933432	40
0.19051	67	0.186686	54
0.285765	45	0.28003	60
0.381021	36	0.373373	64
0.476276	47	0.466716	49
0.571531	17	0.560059	59
0.666786	42	0.653403	75
0.762041	19	0.746746	51
0.857296	49	0.840089	43
0	417	0	291
0.0951875	56	0.0933432	40
0.190375	69	0.186686	57
0.285563	45	0.28003	59
0.38075	35	0.373373	64
0.475938	47	0.466716	48
0.571125	18	0.560059	65
0.666313	38	0.653403	72
0.7615	23	0.746746	50
0.856688	49	0.840089	45
0	418	0	293
0.0951018	56	0.0933432	40
0.190204	67	0.186686	58
0.285305	47	0.28003	61
0.380407	35	0.373373	61
0.475509	46	0.466716	48
0.570611	19	0.560059	68
0.665712	38	0.653403	72
0.760814	23	0.746746	52
0.855916	48	0.840089	42
0	419	0	294
0.0950352	56	0.0933432	39
0.19007	65	0.186686	59
0.285106	49	0.28003	65
0.380141	35	0.373373	59
0.475176	46	0.466716	45
0.570211	17	0.560059	71
0.665246	40	0.653403	69
0.760282	21	0.746746	63
0.855317	44	0.840089	32
0	420	0	295
0.0949913	53	0.0933432	42
0.189983	67	0.186686	62
0.284974	50	0.28003	60
0.379965	35	0.373373	61
0.474956	46	0.466716	45
0.569948	17	0.560059	73
0.664939	40	0.653403	69
0.75993	21	0.746746	60
0.854922	43	0.840089	35
0	421	0	295
0.0948702	53	0.0933432	46
0.18974	67	0.186686	60
0.284611	49	0.28003	60
0.379481	36	0.373373	59
0.474351	46	0.466716	54
0.569221	15	0.560059	67
0.664092	41	0.653403	71
0.758962	20	0.746746	62
0.853832	44	0.840089	31
0	422	0	295
0.0947222	53	0.0933432	47
0.189444	66	0.186686	59
0.284167	50	0.28003	60
0.378889	36	0.373373	61
0.473611	46	0.466716	53
0.568333	15	0.560059	67
0.663056	36	0.653403	71
0.757778	25	0.746746	62
0.8525	43	0.840089	31
0	423	0	298
0.0946981	50	0.0933432	49
0.189396	68	0.186686	55
0.284094	51	0.28003	58
0.378792	36	0.373373	69
0.473491	46	0.466716	50
0.568189	15	0.560059	74
0.662887	36	0.653403	59
0.757585	25	0.746746	62
0.852283	41	0.840089	41
0	424	0	297
0.0946909	50	0.0933432	51
0.189382	68	0.186686	56
0.284073	51	0.28003	59
0.378764	36	0.373373	68
0.473454	46	0.466716	50
0.568145	15	0.560059	75
0.662836	33	0.653403	60
0.757527	28	0.746746	65
0.852218	41	0.840089	43
0	425	0	297
0.094624	50	0.0933432	53
0.189248	68	0.186686	58
0.283872	51	0.28003	58
0.378496	36	0.373373	68
0.47312	46	0.466716	69
0.567744	15	0.560059	52
0.662368	30	0.653403	73
0.756992	31	0.746746	57
0.851616	40	0.840089	51
0	423	0	297
0.0944952	52	0.0933432	53
0.18899	68	0.186686	58
0.283486	52	0.28003	58
0.377981	36	0.373373	68
0.472476	40	0.466716	69
0.566971	21	0.560059	52
0.661467	29	0.653403	73
0.755962	32	0.746746	57
0.850457	37	0.840089	51
0	424	0	297
0.0943704	51	0.0933432	56
0.188741	69	0.186686	61
0.283111	51	0.28003	52
0.377482	37	0.373373	66
0.471852	40	0.466716	74
0.566223	21	0.560059	51
0.660593	29	0.653403	81
0.754964	31	0.746746	49
0.849334	38	0.840089	52
0	425	0	297
0.0942172	51	0.0933432	56
0.188434	66	0.186686	60
0.282652	54	0.28003	57
0.376869	37	0.373373	63
0.471086	40	0.466716	73
0.565303	21	0.560059	56
0.659521	29	0.653403	81
0.753738	31	0.746746	50
0.847955	36	0.840089	47
0	426	0	297
0.0941129	51	0.0933432	58
0.188226	66	0.186686	63
0.282339	54	0.28003	58
0.376452	37	0.373373	65
0.470565	40	0.466716	71
0.564677	21	0.560059	63
0.65879	29	0.653403	79
0.752903	31	0.746746	51
0.847016	34	0.840089	51
0	427	0	298
0.0940018	51	0.0933432	56
0.188004	66	0.186686	67
0.282005	54	0.28003	56
0.376007	37	0.373373	67
0.470009	40	0.466716	71
0.564011	21	0.560059	68
0.658013	29	0.653403	76
0.752014	31	0.746746	53
0.846016	33	0.840089	54
0	428	0	299
0.0937847	51	0.0933432	56
0.187569	64	0.186686	62
0.281354	55	0.28003	62
0.375139	36	0.373373	70
0.468924	42	0.466716	73
0.562708	21	0.560059	63
0.656493	29	0.653403	76
0.750278	26	0.746746	52
0.844063	36	0.840089	57
0	429	0	299
0.0937847	51	0.0933432	57
0.187569	64	0.186686	68
0.281354	55	0.28003	59
0.375139	37	0.373373	81
0.468924	41	0.466716	61
0.562708	20	0.560059	72
0.656493	30	0.653403	66
0.750278	26	0.746746	51
0.844063	36	0.840089	66
0	430	0	299
0.0937847	51	0.0933432	61
0.187569	64	0.186686	71
0.281354	54	0.28003	57
0.375139	38	0.373373	96
0.468924	40	0.466716	45
0.562708	21	0.560059	78
0.656493	30	0.653403	63
0.750278	26	0.746746	61
0.844063	36	0.840089	71
0	431	0	301
0.0937847	51	0.0933432	60
0.187569	64	0.186686	73
0.281354	54	0.28003	56
0.375139	38	0.373373	101
0.468924	40	0.466716	44
0.562708	21	0.560059	77
0.656493	30	0.653403	66
0.750278	26	0.746746	57
0.844063	36	0.840089	86
0	431	0	303
0.0936176	52	0.0933432	58
0.187235	64	0.186686	73
0.280853	54	0.28003	55
0.37447	38	0.373373	102
0.468088	38	0.466716	44
0.561705	23	0.560059	77
0.655323	26	0.653403	66
0.748941	30	0.746746	57
0.842558	36	0.840089	86
0	432	0	307
0.093527	52	0.0933432	59
0.187054	62	0.186686	70
0.280581	55	0.28003	55
0.374108	39	0.373373	104
0.467635	36	0.466716	50
0.561162	25	0.560059	70
0.654689	26	0.653403	69
0.748216	30	0.746746	78
0.841743	36	0.840089	73
0	432	0	307
0.093527	53	0.0933432	59
0.187054	62	0.186686	70
0.280581	55	0.28003	55
0.374108	33	0.373373	104
0.467635	42	0.466716	50
0.561162	25	0.560059	70
0.654689	26	0.653403	69
0.748216	30	0.746746	78
0.841743	36	0.840089	73
0	433	0	307
0.093527	53	0.0933432	59
0.187054	62	0.186686	70
0.280581	55	0.28003	55
0.374108	33	0.373373	104
0.467635	42	0.466716	50
0.561162	25	0.560059	70
0.654689	26	0.653403	69
0.748216	30	0.746746	78
0.841743	36	0.840089	73
0	433	0	307
0.093527	51	0.0933432	59
0.187054	64	0.186686	70
0.280581	55	0.28003	55
0.374108	33	0.373373	104
0.467635	42	0.466716	50
0.561162	25	0.560059	70
0.654689	26	0.653403	69
0.748216	30	0.746746	78
0.841743	30	0.840089	74
0	434	0	307
0.093527	51	0.0933432	59
0.187054	64	0.186686	70
0.280581	55	0.28003	55
0.374108	33	0.373373	104
0.467635	42	0.466716	50
0.561162	25	0.560059	70
0.654689	26	0.653403	69
0.748216	30	0.746746	78
0.841743	30	0.840089	74
0	434	0	309
0.093527	51	0.0933432	65
0.187054	64	0.186686	69
0.280581	55	0.28003	54
0.374108	33	0.373373	107
0.467635	42	0.466716	63
0.561162	25	0.560059	57
0.654689	26	0.653403	89
0.748216	30	0.746746	83
0.841743	30	0.840089	59
0	435	0	309
0.093527	51	0.0933432	65
0.187054	64	0.186686	69
0.280581	55	0.28003	54
0.374108	33	0.373373	107
0.467635	42	0.466716	63
0.561162	25	0.560059	57
0.654689	26	0.653403	89
0.748216	30	0.746746	83
0.841743	30	0.840089	59
0	435	0	309
0.093527	51	0.0933432	65
0.187054	64	0.186686	69
0.280581	55	0.28003	54
0.374108	33	0.373373	106
0.467635	42	0.466716	64
0.561162	25	0.560059	57
0.654689	26	0.653403	90
0.748216	30	0.746746	84
0.841743	30	0.840089	60
0	436	0	309
0.093527	51	0.0933432	65
0.187054	64	0.186686	69
0.280581	55	0.28003	54
0.374108	33	0.373373	106
0.467635	42	0.466716	64
0.561162	25	0.560059	57
0.654689	26	0.653403	90
0.748216	30	0.746746	84
0.841743	30	0.840089	60
0	436	0	310
0.093527	51	0.0933432	78
0.187054	64	0.186686	65
0.280581	55	0.28003	66
0.374108	33	0.373373	91
0.467635	42	0.466716	68
0.561162	25	0.560059	70
0.654689	26	0.653403	95
0.748216	30	0.746746	84
0.841743	30	0.840089	52
0	437	0	310
0.093527	51	0.0933432	78
0.187054	64	0.186686	65
0.280581	55	0.28003	66
0.374108	32	0.373373	91
0.467635	43	0.466716	68
0.561162	25	0.560059	70
0.654689	26	0.653403	95
0.748216	30	0.746746	84
0.841743	30	0.840089	52
0	437	0	309
0.093527	51	0.0933432	81
0.187054	64	0.186686	67
0.280581	55	0.28003	90
0.374108	32	0.373373	67
0.467635	43	0.466716	72
0.561162	25	0.560059	93
0.654689	26	0.653403	91
0.748216	30	0.746746	69
0.841743	30	0.840089	44
0	438	0	309
0.093527	51	0.0933432	81
0.187054	64	0.186686	67
0.280581	55	0.28003	90
0.374108	26	0.373373	67
0.467635	49	0.466716	72
0.561162	25	0.560059	93
0.654689	26	0.653403	91
0.748216	30	0.746746	69
0.841743	30	0.840089	44
0	438	0	311
0.093527	51	0.0933432	79
0.187054	64	0.186686	69
0.280581	55	0.28003	101
0.374108	26	0.373373	56
0.467635	49	0.466716	76
0.561162	25	0.560059	100
0.654689	26	0.653403	105
0.748216	30	0.746746	54
0.841743	30	0.840089	53
0	439	0	311
0.0935255	51	0.0933432	79
0.187051	64	0.186686	69
0.280577	55	0.28003	101
0.374102	24	0.373373	56
0.467628	51	0.466716	76
0.561153	25	0.560059	100
0.654679	26	0.653403	105
0.748204	30	0.746746	54
0.84173	30	0.840089	53
0	440	0	311
0.0934737	51	0.0933432	80
0.186947	64	0.186686	74
0.280421	55	0.28003	98
0.373895	24	0.373373	64
0.467368	51	0.466716	68
0.560842	25	0.560059	97
0.654316	26	0.653403	109
0.747789	28	0.746746	54
0.841263	32	0.840089	56
0	441	0	314
0.0934737	51	0.0933432	80
0.186947	64	0.186686	74
0.280421	55	0.28003	107
0.373895	24	0.373373	65
0.467368	51	0.466716	64
0.560842	25	0.560059	121
0.654316	26	0.653403	89
0.747789	23	0.746746	50
0.841263	37	0.840089	78
0	440	0	314
0.0934737	52	0.0933432	80
0.186947	64	0.186686	74
0.280421	55	0.28003	107
0.373895	24	0.373373	66
0.467368	51	0.466716	66
0.560842	25	0.560059	120
0.654316	24	0.653403	88
0.747789	25	0.746746	49
0.841263	37	0.840089	79
0	441	0	314
0.0934587	52	0.0933432	80
0.186917	64	0.186686	74
0.280376	55	0.28003	107
0.373835	24	0.373373	66
0.467293	51	0.466716	66
0.560752	25	0.560059	120
0.654211	24	0.653403	88
0.74767	25	0.746746	49
0.841128	37	0.840089	79
0	442	0	316
0.0934587	52	0.0931985	78
0.186917	64	0.186397	75
0.280376	55	0.279596	113
0.373835	24	0.372794	69
0.467293	51	0.465993	73
0.560752	25	0.559191	113
0.654211	24	0.65239	87
0.74767	25	0.745588	50
0.841128	37	0.838787	93
0	442	0	318
0.0934587	52	0.0931985	86
0.186917	64	0.186397	67
0.280376	55	0.279596	114
0.373835	24	0.372794	72
0.467293	51	0.465993	78
0.560752	25	0.559191	108
0.654211	24	0.65239	99
0.74767	25	0.745588	52
0.841128	37	0.838787	84
0	442	0	318
0.0934411	53	0.0931985	86
0.186882	64	0.186397	67
0.280323	54	0.279596	114
0.373765	25	0.372794	72
0.467206	50	0.465993	78
0.560647	26	0.559191	108
0.654088	24	0.65239	99
0.747529	25	0.745588	52
0.84097	37	0.838787	84
0	443	0	325
0.0933114	53	0.0931985	90
0.186623	64	0.186397	66
0.279934	54	0.279596	116
0.373246	25	0.372794	80
0.466557	50	0.465993	101
0.559868	26	0.559191	116
0.65318	24	0.65239	63
0.746491	25	0.745588	85
0.839803	37	0.838787	78
0	444	0	325
0.0933114	53	0.0931985	90
0.186623	62	0.186397	67
0.279934	56	0.279596	116
0.373246	25	0.372794	80
0.466557	49	0.465993	101
0.559868	27	0.559191	115
0.65318	24	0.65239	64
0.746491	25	0.745588	85
0.839803	37	0.838787	78
0	444	0	328
0.0930286	53	0.0931985	92
0.186057	62	0.186397	89
0.279086	56	0.279596	98
0.372114	25	0.372794	81
0.465143	44	0.465993	126
0.558171	32	0.559191	97
0.6512	23	0.65239	70
0.744229	26	0.745588	80
0.837257	37	0.838787	86
0	445	0	327
0.0930286	53	0.0912218	90
0.186057	62	0.182444	78
0.279086	56	0.273665	105
0.372114	25	0.364887	83
0.465143	38	0.456109	120
0.558171	38	0.547331	86
0.6512	23	0.638553	66
0.744229	20	0.729774	101
0.837257	43	0.820996	73
0	445	0	327
0.0930286	53	0.0912218	91
0.186057	62	0.182444	77
0.279086	56	0.273665	106
0.372114	25	0.364887	83
0.465143	38	0.456109	118
0.558171	38	0.547331	86
0.6512	23	0.638553	67
0.744229	20	0.729774	102
0.837257	43	0.820996	73
0	443	0	327
0.0929787	56	0.0912218	91
0.185957	62	0.182444	77
0.278936	56	0.273665	106
0.371915	25	0.364887	83
0.464894	35	0.456109	118
0.557872	41	0.547331	86
0.650851	23	0.638553	67
0.74383	20	0.729774	102
0.836809	43	0.820996	73
0	443	0	325
0.0929787	56	0.0912218	91
0.185957	62	0.182444	78
0.278936	56	0.273665	107
0.371915	25	0.364887	79
0.464894	35	0.456109	115
0.557872	41	0.547331	92
0.650851	23	0.638553	73
0.74383	20	0.729774	103
0.836809	43	0.820996	73
0	444	0	325
0.09295	56	0.0912218	91
0.1859	62	0.182444	78
0.27885	56	0.273665	107
0.3718	25	0.364887	79
0.46475	35	0.456109	115
0.5577	41	0.547331	92
0.65065	23	0.638553	73
0.7436	20	0.729774	103
0.83655	43	0.820996	73
0	445	0	327
0.0925389	56	0.0912218	91
0.185078	60	0.182444	87
0.277617	58	0.273665	111
0.370156	22	0.364887	70
0.462695	38	0.456109	117
0.555234	41	0.547331	103
0.647773	23	0.638553	74
0.740312	19	0.729774	91
0.832851	41	0.820996	77
0	445	0	328
0.0925389	55	0.0912218	89
0.185078	62	0.182444	90
0.277617	57	0.273665	110
0.370156	22	0.364887	70
0.462695	38	0.456109	117
0.555234	41	0.547331	98
0.647773	23	0.638553	78
0.740312	17	0.729774	91
0.832851	43	0.820996	71
0	444	0	328
0.0924018	57	0.0912218	89
0.184804	61	0.182444	90
0.277205	58	0.273665	110
0.369607	22	0.364887	70
0.462009	38	0.456109	117
0.554411	41	0.547331	98
0.646812	23	0.638553	78
0.739214	17	0.729774	91
0.831616	43	0.820996	71
0	445	0	328
0.0923145	57	0.0912218	89
0.184629	61	0.182444	89
0.276944	58	0.273665	110
0.369258	22	0.364887	70
0.461573	37	0.456109	117
0.553887	42	0.547331	93
0.646202	23	0.638553	83
0.738516	17	0.729774	91
0.830831	43	0.820996	71
0	446	0	328
0.0919306	55	0.0912218	89
0.183861	57	0.182444	89
0.275792	63	0.273665	110
0.367722	22	0.364887	70
0.459653	37	0.456109	117
0.551583	42	0.547331	93
0.643514	23	0.638553	83
0.735445	17	0.729774	91
0.827375	42	0.820996	71
0	446	0	330
0.0919306	55	0.0912218	94
0.183861	57	0.182444	90
0.275792	63	0.273665	105
0.367722	22	0.364887	70
0.459653	37	0.456109	120
0.551583	42	0.547331	96
0.643514	23	0.638553	78
0.735445	17	0.729774	94
0.827375	42	0.820996	74
0	446	0	330
0.0917041	56	0.0912218	94
0.183408	57	0.182444	90
0.275112	63	0.273665	105
0.366816	22	0.364887	70
0.45852	36	0.456109	120
0.550224	43	0.547331	96
0.641929	23	0.638553	78
0.733633	17	0.729774	94
0.825337	38	0.820996	74
0	447	0	331
0.0916895	56	0.0912218	100
0.183379	57	0.182444	92
0.275068	63	0.273665	107
0.366758	22	0.364887	68
0.458447	36	0.456109	127
0.550137	43	0.547331	87
0.641826	23	0.638553	100
0.733516	17	0.729774	84
0.825205	38	0.820996	69
0	447	0	331
0.0916215	55	0.0912218	100
0.183243	59	0.182444	100
0.274864	62	0.273665	101
0.366486	23	0.364887	71
0.458107	36	0.456109	134
0.549729	43	0.547331	90
0.64135	23	0.638553	93
0.732972	16	0.729774	89
0.824593	38	0.820996	68
0	448	0	331
0.0915465	55	0.0912218	90
0.183093	58	0.182444	103
0.274639	63	0.273665	96
0.366186	23	0.364887	83
0.457732	36	0.456109	138
0.549279	43	0.547331	89
0.640825	23	0.638553	88
0.732372	15	0.729774	90
0.823918	38	0.820996	69
0	449	0	331
0.0913091	55	0.0912218	90
0.182618	58	0.182444	103
0.273927	62	0.273665	96
0.365237	24	0.364887	83
0.456546	36	0.456109	137
0.547855	43	0.547331	89
0.639164	23	0.638553	88
0.730473	15	0.729774	90
0.821782	37	0.820996	70
0	450	0	331
0.0912459	54	0.0912218	90
0.182492	57	0.182444	103
0.273738	64	0.273665	96
0.364983	24	0.364887	83
0.456229	36	0.456109	137
0.547475	43	0.547331	89
0.638721	23	0.638553	88
0.729967	15	0.729774	90
0.821213	37	0.820996	70
0	450	0	335
0.0912459	54	0.0912218	94
0.182492	57	0.182444	111
0.273738	64	0.273665	101
0.364983	24	0.364887	118
0.456229	36	0.456109	110
0.547475	43	0.547331	97
0.638721	23	0.638553	82
0.729967	15	0.729774	99
0.821213	37	0.820996	70
0	451	0	335
0.0912459	54	0.0912218	94
0.182492	55	0.182444	111
0.273738	66	0.273665	101
0.364983	24	0.364887	118
0.456229	29	0.456109	110
0.547475	50	0.547331	97
