-1.#IND	0	-1.#IND	0
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
1.#INF	136	1.#INF	134
