0	3	0	1
2.25	0	1.125	0
4.5	0	2.25	0
6.75	0	3.375	0
9	0	4.5	0
11.25	0	5.625	0
13.5	0	6.75	0
15.75	0	7.875	0
18	0	9	0
20.25	0	10.125	0
22.5	0	11.25	0
24.75	0	12.375	0
27	0	13.5	0
29.25	0	14.625	0
31.5	0	15.75	0
33.75	0	16.875	0
36	0	18	0
38.25	0	19.125	0
40.5	0	20.25	0
42.75	0	21.375	0
45	0	22.5	0
47.25	0	23.625	0
49.5	0	24.75	4
51.75	0	25.875	0
54	0	27	0
56.25	0	28.125	0
58.5	0	29.25	0
60.75	0	30.375	0
63	0	31.5	0
65.25	0	32.625	0
67.5	0	33.75	0
69.75	0	34.875	0
72	0	36	0
74.25	2	37.125	0
76.5	0	38.25	0
78.75	0	39.375	0
81	0	40.5	0
83.25	0	41.625	0
85.5	0	42.75	0
87.75	0	43.875	1
90	0	45	1
92.25	0	46.125	1
94.5	0	47.25	0
96.75	0	48.375	0
99	0	49.5	2
101.25	0	50.625	0
103.5	0	51.75	2
105.75	0	52.875	0
108	0	54	1
110.25	0	55.125	0
112.5	0	56.25	0
114.75	0	57.375	3
117	0	58.5	1
119.25	2	59.625	2
121.5	0	60.75	0
123.75	0	61.875	4
126	1	63	0
128.25	0	64.125	1
130.5	2	65.25	0
132.75	3	66.375	1
135	4	67.5	0
137.25	6	68.625	2
139.5	0	69.75	2
141.75	0	70.875	1
144	0	72	0
146.25	0	73.125	0
148.5	25	74.25	21
150.75	43	75.375	2
153	13	76.5	23
155.25	8	77.625	9
157.5	5	78.75	10
159.75	2	79.875	5
162	4	81	11
164.25	5	82.125	2
166.5	2	83.25	4
168.75	0	84.375	4
171	0	85.5	5
173.25	1	86.625	2
175.5	0	87.75	1
177.75	0	88.875	1
180	0	90	2
182.25	0	91.125	1
184.5	0	92.25	0
186.75	0	93.375	0
189	0	94.5	0
191.25	0	95.625	0
193.5	0	96.75	2
195.75	0	97.875	1
198	0	99	1
200.25	0	100.125	0
202.5	0	101.25	0
204.75	0	102.375	0
207	0	103.5	0
209.25	0	104.625	0
211.5	0	105.75	0
213.75	0	106.875	0
216	0	108	0
218.25	0	109.125	0
220.5	0	110.25	0
222.75	1	111.375	1
